cle,Respondent_ID,weight,A9_1_slice,A9_2_slice,A9_3_slice,A9_4_slice,A9_5_slice,A9_6_slice,A9_7_slice,A9_8_slice,A9_9_slice,A9_10_slice,A9_11_slice,A9_12_slice,A9_13_slice,A9_14_slice,A9_15_slice,A9_16_slice,A10_1_slice,A10_2_slice,A10_3_slice,A10_4_slice,A10_5_slice,A10_6_slice,A10_7_slice,A10_8_slice,A11_1_slice,A11_2_slice,A11_3_slice,A11_4_slice,A11_5_slice,A11_6_slice,A11_7_slice,A11_8_slice,A11_9_slice,A11_10_slice,A11_11_slice,A11_12_slice,A11_13_slice,cluster
145,MET20_621830,0.8422381464,3,3,2,2,2,3,2,3,2,2,2,3,2,2,2,2,2,2,2,2,2,3,3,2,2,1,1,1,2,1,1,2,2,1,2,1,2,0
146,MET20_633909,0.9965400009,2,3,2,3,3,3,4,2,2,3,2,3,4,2,2,3,2,1,3,3,2,3,2,4,2,2,2,2,2,1,2,2,2,3,4,2,4,1
147,MET20_7006452,1.3948718613,3,3,3,3,2,2,2,3,3,3,3,3,3,3,3,2,2,2,3,2,2,2,2,2,3,2,3,2,3,3,2,3,2,2,2,2,2,1
148,MET20_1215551,0.9059973118,2,2,2,2,3,2,2,2,2,3,1,3,2,1,2,2,2,2,3,2,2,4,3,3,2,2,2,1,2,2,2,2,3,2,3,2,3,0
149,MET20_1241715,1.0564869918,2,4,4,4,4,3,4,3,2,4,4,4,4,3,2,2,4,1,2,4,2,2,4,4,2,2,3,4,3,1,4,4,4,4,4,3,4,2
150,MET20_785718,1.012416781,2,3,4,3,3,2,3,2,4,2,2,3,4,2,2,3,3,2,3,2,2,3,2,3,2,3,3,3,3,2,3,2,3,2,3,3,3,1
151,MET20_7012367,0.7980860057,1,2,2,2,4,3,4,2,2,2,1,2,2,2,1,2,2,1,2,2,1,4,1,4,2,2,2,3,2,3,2,2,2,2,3,2,2,0
152,MET20_1062913,0.62815034,2,3,2,3,3,2,2,3,2,3,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0
153,MET20_1134522,1.3206386306,4,4,4,4,3,4,4,4,4,4,3,3,4,4,2,2,3,3,3,3,3,3,3,2,3,3,2,2,3,2,3,3,3,2,3,2,3,2
154,MET20_631194,1.0234825617,1,3,2,2,3,3,2,1,1,3,1,2,4,1,1,3,1,2,3,3,1,3,1,2,1,3,2,1,1,2,2,2,2,1,3,1,1,0
155,MET20_1176655,0.7980860057,3,4,4,3,4,3,4,2,4,2,4,3,4,4,1,4,1,1,3,4,1,2,1,4,3,2,2,4,3,3,3,3,3,2,4,4,3,1
156,MET20_7003640,0.9059973118,1,2,2,3,4,2,4,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2,2,3,2,2,2,2,2,2,2,2,2,0
157,MET20_7000791,1.0564869918,4,4,4,4,4,2,1,2,3,2,2,3,4,2,3,2,3,2,2,2,2,3,3,2,2,2,2,2,2,2,4,3,4,1,1,4,1,1
158,MET20_802589,0.8247615439,2,3,3,3,3,2,1,3,2,3,1,2,4,1,2,2,2,2,2,2,2,3,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,3
159,MET20_1156954,0.9617576466,4,4,4,3,2,2,2,3,1,3,2,4,3,3,4,3,2,1,3,2,2,1,3,2,2,2,3,2,2,1,2,3,2,2,2,1,2,1
160,MET20_7001376,1.2366499391,3,3,3,4,2,1,2,4,1,3,4,4,4,3,3,4,2,1,4,2,2,2,4,1,2,3,3,2,3,1,2,3,3,2,3,1,2,1
161,MET20_1711575,0.9965400009,2,3,2,2,3,2,1,2,2,2,1,2,2,2,1,2,2,2,3,2,2,3,2,1,1,1,1,1,2,1,2,1,1,1,2,2,1,3
162,MET20_504110,1.2758879289,1,1,3,2,3,3,1,1,1,3,1,3,2,1,2,2,1,1,3,1,1,4,1,1,2,1,1,1,1,2,1,2,1,1,1,2,1,3
163,MET20_115080,0.6182996491,3,3,3,2,2,2,3,3,2,3,2,3,2,2,3,3,2,2,3,3,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1
164,MET20_XXXX,1.3948718613,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3
165,MET20_7008887,0.9463951981,3,4,3,3,4,2,2,3,3,3,2,3,3,2,2,2,2,2,3,2,2,3,3,2,2,2,2,3,3,2,2,2,3,3,3,2,2,1
166,MET20_546649,0.6583119793,2,2,2,2,2,1,1,2,1,2,1,2,2,1,2,1,1,1,3,1,1,4,1,1,1,2,1,2,1,1,1,1,2,1,1,1,1,3
167,MET20_80001701,1.1614861152,1,1,2,2,1,2,2,2,1,2,2,2,2,2,1,1,2,1,2,1,2,1,1,2,2,1,2,1,1,1,2,1,2,1,1,2,2,3
168,MET20_7001103,0.5345827213,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,3,2,2,1,1,1,1,1,1,1,1,1,2,2,2,2,3
169,MET20_970444,0.9463951981,3,3,4,3,3,2,2,3,2,4,3,3,4,2,2,2,2,2,2,2,2,3,3,2,2,2,2,3,2,2,2,2,2,2,2,2,2,1
170,MET20_1178487,1.0396114026,3,2,2,2,4,2,2,3,1,4,1,4,4,2,2,4,3,2,2,2,1,3,4,2,2,2,2,4,3,4,2,1,3,1,1,1,2,0
171,MET20_1153613,0.9965400009,2,3,3,3,2,2,4,2,2,2,2,3,4,2,2,3,2,2,3,2,2,2,2,4,3,2,2,2,2,3,2,2,3,2,2,2,3,1
172,MET20_1149645,0.7397234366,2,3,2,2,4,2,2,3,1,2,2,3,4,2,2,4,2,2,3,2,2,3,3,2,3,2,2,3,2,2,3,2,3,2,3,3,3,1
173,MET20_533746,0.8394656956,2,2,2,2,3,2,3,2,3,1,2,3,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,3,2,3,2,2,0
174,MET20_7003570,0.6026768254,2,2,3,2,3,2,3,3,2,2,1,2,2,3,2,3,2,2,3,3,2,3,3,3,2,3,2,3,2,3,2,3,2,2,2,2,2,0
175,MET20_1155246,1.3100912782,2,2,3,3,4,2,2,2,3,3,2,2,3,2,2,3,1,1,1,1,1,2,1,1,2,1,1,1,2,1,2,1,1,1,1,1,1,3
176,MET20_7007764,0.6228209308,3,3,3,3,1,1,3,2,1,3,2,3,4,1,3,2,1,2,3,2,1,4,3,2,2,2,1,2,2,1,2,2,2,2,3,1,2,0
177,MET20_1460231,1.7388671158,2,4,1,2,3,1,2,2,2,2,2,3,4,2,2,4,1,1,1,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3
178,MET20_7010711,1.055956908,3,2,2,2,2,2,2,3,2,3,2,3,2,2,3,3,2,1,2,2,2,3,3,2,2,2,2,1,2,2,2,2,3,2,3,2,2,0
179,MET20_7006821,1.0176565692,2,4,3,3,4,2,3,3,4,3,2,3,4,3,2,4,2,2,2,3,2,3,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,1
180,MET20_460701,0.7470769429,3,3,3,3,1,2,3,1,2,3,1,3,3,2,3,3,1,1,2,2,1,3,2,2,2,2,1,2,2,2,2,2,2,1,2,2,1,0
181,MET20_1206197,0.7980860057,2,3,3,3,3,3,3,3,2,2,2,3,4,2,2,4,2,2,3,3,2,2,3,3,2,3,2,3,2,2,3,3,3,3,3,2,3,1
182,MET20_7001777,0.8528399828,2,4,3,4,3,4,4,3,4,4,4,3,4,4,3,4,2,2,2,3,2,1,3,3,3,2,2,4,3,2,4,4,3,3,3,4,4,2
183,MET20_1148977,1.4391301159,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,0
184,MET20_1014708,0.7058317983,3,3,3,3,4,2,3,3,3,3,3,3,4,3,3,4,3,2,2,2,2,3,3,3,2,2,2,2,2,2,3,2,3,2,3,3,2,1
185,MET20_7013662,2.2211840785,3,3,4,4,3,2,3,3,1,2,2,4,3,3,3,2,2,2,2,2,2,3,3,2,3,2,2,3,3,3,2,3,2,2,2,2,2,1
186,MET20_461186,1.179990801,1,2,2,2,3,2,3,2,3,2,1,3,2,2,2,2,2,2,3,2,2,2,2,3,2,2,2,2,2,2,2,2,3,2,3,2,3,0
187,MET20_7006006,0.8394656956,1,2,2,2,3,2,1,2,1,2,1,2,1,2,2,2,2,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,3
188,MET20_7003196,1.2175074266,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,3
189,MET20_1201578,0.9643085747,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,2,3,4,4,4,4,4,4,4,2
190,MET20_1076847,0.7980860057,2,2,2,3,2,2,1,3,2,2,2,3,2,1,2,2,2,1,3,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,0
191,MET20_7003718,0.8422381464,2,3,2,3,3,2,2,2,3,2,2,3,3,2,2,3,2,2,2,2,2,2,2,3,2,3,1,2,1,1,1,2,1,2,2,3,2,0
192,MET20_1169494,1.055956908,4,3,4,4,2,4,3,4,2,3,4,4,3,3,4,4,2,2,2,3,3,2,3,3,3,2,3,2,3,2,3,3,4,3,3,2,2,2
193,MET20_1530603,0.8422381464,3,3,2,3,1,1,2,2,1,4,1,4,3,1,4,1,1,2,3,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3
194,MET20_7003232,0.5022567684,1,1,1,2,4,1,3,1,1,1,1,1,1,1,1,2,1,1,4,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3
195,MET20_80001759,0.837901566,1,3,3,4,2,3,4,4,2,2,2,3,2,4,2,4,1,1,4,3,2,4,2,4,3,3,3,3,4,4,3,4,4,2,4,3,4,2
196,MET20_7011246,0.4572221819,2,2,2,2,2,2,4,3,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,1,2,2,2,2,2,2,0
197,MET20_1194567,1.012416781,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0
198,MET20_7007028,0.6722919535,2,2,2,2,1,1,2,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,1,2,2,0
199,MET20_825010,1.055956908,2,3,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2,3,2,2,2,3,2,2,2,2,3,2,2,2,2,2,2,2,2,2,0
200,MET20_1037915,0.837901566,2,3,3,3,2,2,3,3,1,3,1,4,3,3,3,2,1,1,3,1,1,4,2,1,2,2,2,2,2,1,2,3,2,1,2,2,1,0
201,MET20_7007731,0.5345827213,2,3,3,3,4,3,2,3,2,2,2,3,3,3,2,2,2,3,2,3,2,4,2,2,2,3,2,3,3,2,3,3,2,2,2,3,2,1
202,MET20_7003238,1.3206386306,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0
203,MET20_1199236,0.6947629021,2,3,3,2,3,2,2,2,2,2,1,3,3,1,2,4,1,2,3,1,2,3,2,2,2,2,2,1,2,1,1,2,2,2,2,2,2,0
204,MET20_1390008,0.464506602,3,2,3,3,3,2,2,3,3,2,1,3,4,2,2,2,1,2,2,3,2,3,2,4,2,2,2,2,2,1,2,2,2,1,3,1,3,0
205,MET20_1101075,0.9612750925,2,3,2,2,2,1,2,1,1,2,2,3,2,1,2,2,1,2,3,2,1,4,3,2,2,1,1,2,1,1,1,2,2,2,2,2,2,3
206,MET20_1920366,0.9617576466,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3
207,MET20_228545,0.7589793014,2,2,3,3,4,3,4,3,3,2,2,3,3,3,2,4,2,1,2,2,2,3,2,3,2,2,2,3,3,3,3,3,3,2,3,3,3,1
208,MET20_219287,0.8556566041,2,2,2,2,2,3,2,2,3,2,2,3,1,1,2,3,2,1,1,2,1,3,1,3,1,1,2,2,2,1,1,2,1,1,1,1,2,3
209,MET20_7003374,0.8556566041,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0
210,MET20_7003836,0.6228209308,2,4,4,4,3,3,1,3,3,4,3,2,4,3,3,4,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,1
211,MET20_594508,1.055956908,2,2,3,3,3,3,3,2,2,2,2,3,2,2,2,3,2,1,2,2,1,3,2,3,2,3,2,2,2,3,2,3,3,2,2,2,2,0
212,MET20_576165,0.9059973118,2,2,2,2,3,2,2,2,1,2,2,2,2,1,2,2,2,2,3,2,2,3,2,3,1,2,1,1,1,2,2,2,2,2,2,1,1,0
213,MET20_1798283,1.0396114026,4,4,4,4,4,2,4,4,4,4,4,4,4,2,4,4,3,4,3,3,3,2,3,4,2,3,3,2,4,2,4,3,4,4,4,4,4,2
214,MET20_726232,1.0946952712,3,4,4,4,3,3,4,4,2,3,3,4,4,2,2,4,3,2,2,2,2,2,3,2,2,2,3,2,3,2,3,3,3,3,3,3,2,1
215,MET20_635401,0.8266621217,2,2,2,2,2,1,1,2,1,2,2,1,2,1,2,2,2,2,1,1,1,2,1,1,1,2,1,1,2,2,2,1,2,1,1,1,1,3
216,MET20_7003979,1.179990801,2,2,2,3,3,2,2,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,0
217,MET20_7002910,0.7397234366,2,3,3,3,3,2,2,3,2,1,2,3,3,1,2,3,2,2,3,2,2,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,0
218,MET20_1101794,1.4391301159,1,1,1,1,2,1,1,1,1,1,1,3,1,1,2,1,1,1,3,3,1,1,1,1,4,1,1,3,1,1,1,1,1,1,1,1,1,3
219,MET20_1153266,0.5345827213,3,3,3,4,2,2,2,3,3,4,2,4,3,4,3,3,1,2,2,2,1,3,2,2,2,1,1,1,1,1,1,2,2,2,2,1,1,0
220,MET20_155847,0.7980860057,2,2,1,2,4,3,4,2,1,2,1,3,2,1,2,3,1,1,4,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3
221,MET20_7002994,0.8937904533,1,2,1,2,1,2,1,1,2,2,1,2,2,1,2,1,2,2,2,2,2,2,1,1,2,1,1,2,1,2,1,2,1,1,2,2,2,3
222,MET20_7002669,0.7631943152,2,3,3,3,2,2,3,3,2,3,3,2,4,2,2,2,1,1,3,1,2,2,2,3,1,1,1,1,2,1,1,2,3,3,3,2,2,0
223,MET20_1087547,0.7229139838,2,2,4,4,3,2,1,3,2,2,1,3,1,2,2,2,2,2,1,2,2,1,3,2,2,2,2,2,1,2,2,2,2,2,2,2,2,0
224,MET20_7018985,0.5022567684,1,1,1,3,2,1,4,2,2,3,1,3,1,1,1,1,1,1,2,3,1,3,3,3,1,1,1,1,1,1,1,1,2,1,2,2,1,3
225,MET20_1257232,1.162069174,1,2,1,1,1,2,1,1,1,1,1,2,1,1,2,2,1,1,3,1,1,4,2,1,2,2,1,1,1,2,1,1,2,2,2,1,1,3
226,MET20_1147201,1.7388671158,3,3,4,2,4,2,4,4,3,3,4,3,4,2,2,4,2,3,2,2,2,1,2,3,2,3,3,3,3,2,3,2,3,3,4,3,4,1
227,MET20_962102,0.9965400009,2,2,2,2,2,2,2,3,2,2,2,3,2,2,2,2,1,2,3,2,2,3,3,2,1,2,1,2,1,2,2,2,2,1,2,2,2,0
228,MET20_1222467,1.1614861152,2,2,2,2,2,2,3,2,2,2,1,1,2,2,1,2,2,2,3,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0
229,MET20_1152128,0.9965400009,3,3,3,3,3,2,4,2,2,3,2,3,4,2,2,2,2,2,3,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2,2,4,1
230,MET20_1138226,1.9387502082,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,1,1,2,3,2,2,2,2,1,1,1,2,1,3
231,MET20_80005929,0.9847421628,2,2,2,2,3,1,2,2,1,3,2,2,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0
232,MET20_7009658,1.2561380386,1,1,2,2,2,2,1,2,2,1,2,2,2,1,1,2,1,2,1,1,1,2,2,2,3,3,2,2,2,2,2,1,2,1,2,2,2,3
233,MET20_1140560,1.0239963436,3,3,3,3,2,1,2,3,3,3,3,4,4,2,3,2,2,1,2,2,2,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,1
234,MET20_7000750,0.8394656956,4,4,3,3,1,4,4,4,2,4,3,4,2,4,4,3,3,1,3,1,3,1,1,2,3,3,4,2,3,1,4,4,4,2,3,1,2,2
235,MET20_1423825,1.012416781,1,3,3,2,3,1,4,2,2,2,2,2,3,2,2,3,1,2,3,2,2,2,2,4,2,3,2,2,2,2,2,2,2,2,4,2,2,0
236,MET20_1146138,1.7388671158,2,2,2,2,2,2,2,2,2,1,2,1,1,3,1,2,2,2,1,2,1,2,2,2,2,2,2,1,2,2,1,1,1,2,1,2,1,3
237,MET20_80005158,0.6228209308,3,4,4,3,2,2,1,4,1,2,2,4,3,3,3,2,1,2,2,2,2,3,2,1,2,3,1,3,2,3,2,3,2,1,2,2,1,0
238,MET20_1784663,0.9612750925,1,1,1,1,3,3,2,1,1,1,1,2,1,1,1,2,1,1,4,1,1,4,2,1,1,1,1,1,1,1,1,2,1,1,2,1,1,3
239,MET20_7000777,0.5345827213,1,2,2,2,3,2,1,2,2,2,2,3,2,2,2,2,1,1,3,1,1,2,1,3,1,1,1,1,2,1,1,2,2,1,3,2,2,3
240,MET20_7010421,1.179990801,2,2,2,2,3,3,1,2,2,2,2,3,3,2,2,3,2,2,2,2,2,4,2,2,2,1,1,1,2,1,2,1,2,1,1,2,1,0
241,MET20_7011544,0.837901566,2,1,2,2,4,1,2,2,1,2,1,2,2,1,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0
242,MET20_812323,0.837901566,2,2,2,2,3,3,2,2,3,1,2,3,2,1,2,3,2,2,2,2,2,1,2,2,1,2,2,1,1,2,2,2,2,2,2,1,2,0
243,MET20_1814494,1.519872032,1,2,2,2,3,2,3,1,3,1,2,3,2,2,2,3,1,1,3,1,2,3,2,2,2,1,1,3,1,1,1,2,2,2,1,2,2,3
244,MET20_7005432,0.837901566,2,2,2,2,2,2,3,2,2,3,3,2,2,3,2,3,2,2,2,2,2,2,2,2,3,3,2,3,2,3,2,2,2,3,2,2,2,0
245,MET20_1706856,0.9059973118,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,1,2,1,2,2,1,2,1,2,2,1,2,2,0
246,MET20_469439,0.6947629021,3,3,3,3,2,3,3,3,2,3,2,3,3,2,1,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0
247,MET20_7007772,1.180583149,2,1,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,1,2,2,1,2,1,2,1,1,1,2,2,2,2,3
248,MET20_751339,0.8149973567,2,2,3,2,3,2,1,3,2,3,2,3,3,2,2,3,1,2,3,2,1,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0
249,MET20_1902810,1.5829525191,2,2,3,3,1,3,1,2,1,2,1,2,2,2,1,1,1,1,3,1,1,4,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,3
250,MET20_1046635,0.7980860057,4,4,4,4,1,4,4,4,3,4,4,4,4,4,4,4,4,2,2,4,1,2,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,2
251,MET20_446195,0.8247615439,1,1,1,1,4,1,2,2,2,1,1,1,1,1,1,2,1,1,2,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3
252,MET20_7020810,1.179990801,2,3,3,2,2,3,2,2,2,2,2,3,3,2,2,3,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,3,2,3,2,2,0
253,MET20_7007865,0.5022567684,3,3,2,2,2,2,2,2,2,3,2,3,3,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0
254,MET20_1128466,0.7980860057,3,2,2,2,3,3,3,2,2,2,2,3,2,2,2,3,2,2,3,2,2,3,2,2,2,2,2,3,2,2,2,2,2,2,3,2,2,0
255,MET20_7001367,0.8422381464,2,2,2,1,1,1,2,2,1,2,2,2,1,1,2,3,1,1,3,1,1,2,2,3,1,2,1,2,1,2,1,1,1,1,2,1,2,3
256,MET20_1240345,0.6791997325,3,2,2,3,2,3,3,3,2,3,2,3,3,2,3,3,2,2,3,2,2,4,3,3,2,2,2,2,2,2,2,2,3,2,3,3,2,1
257,MET20_7009600,1.161725334,3,3,3,2,3,2,3,2,2,2,2,3,2,2,3,3,3,1,3,3,3,2,3,3,3,3,3,2,1,3,3,3,3,2,3,2,2,1
258,MET20_7001809,0.8422381464,1,2,2,3,3,3,3,2,2,2,2,2,4,1,1,3,1,2,3,2,1,3,2,2,1,1,1,1,1,1,1,2,1,2,2,1,2,3
259,MET20_314122,0.6791997325,1,2,1,2,3,2,1,1,2,2,1,2,1,1,2,2,1,1,3,1,1,4,1,3,1,2,2,1,2,2,2,2,2,2,2,2,2,3
260,MET20_25818,0.9059973118,2,4,4,4,2,2,4,3,1,2,1,4,4,2,2,4,2,2,3,1,2,3,2,4,2,3,3,3,3,2,3,3,3,3,3,3,3,1
261,MET20_1162408,0.7397234366,3,3,3,3,3,2,3,3,3,2,2,3,3,1,2,3,3,2,3,2,2,3,3,2,1,1,1,1,1,1,1,1,3,1,2,2,2,0
262,MET20_7015458,0.9965400009,3,3,3,3,3,2,3,3,3,3,2,4,2,3,3,3,1,2,3,2,3,2,2,3,3,3,2,3,3,2,3,3,3,2,2,3,3,1
263,MET20_234278,0.7980860057,2,3,4,4,3,2,4,2,2,3,2,4,4,3,2,2,2,2,3,2,2,2,2,3,2,2,2,2,2,3,2,3,2,2,2,2,4,1
264,MET20_161406,0.9059973118,2,3,4,4,3,3,4,2,2,3,2,4,4,2,2,4,1,1,3,2,1,3,2,1,2,2,2,2,2,1,2,2,2,1,2,2,1,0
265,MET20_7007944,0.4572221819,2,2,1,1,2,2,2,1,1,2,1,2,1,1,2,2,1,2,4,2,1,4,2,3,1,1,1,1,1,2,1,2,2,2,3,1,2,3
266,MET20_80000320,0.464506602,1,1,1,1,2,1,3,1,2,1,1,2,1,1,1,2,1,1,3,1,1,3,1,2,1,1,1,2,1,1,1,1,1,1,1,1,2,3
267,MET20_1675036,0.8556566041,2,2,2,1,2,1,1,2,2,2,1,3,3,2,2,2,1,1,3,2,1,2,1,1,2,2,2,2,2,2,2,2,3,2,2,2,2,0
268,MET20_1048904,0.7980860057,2,2,3,2,3,2,3,2,2,2,1,3,3,2,1,3,1,2,4,2,2,4,2,2,2,2,3,3,2,2,2,3,2,2,2,1,2,0
269,MET20_80005587,0.8556566041,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3
270,MET20_318248,0.6182996491,2,4,4,4,4,3,4,2,2,3,1,4,4,2,3,4,2,2,4,2,1,4,2,4,2,2,3,3,2,2,2,3,2,2,2,2,2,1
271,MET20_1646979,1.3948718613,3,4,4,3,4,1,4,4,4,4,3,4,4,4,4,4,2,2,2,2,2,3,2,3,1,2,3,2,2,1,3,2,3,3,3,3,3,1
272,MET20_753137,1.012416781,2,4,4,4,2,1,4,4,2,4,2,4,4,2,3,4,2,1,3,2,2,3,2,2,1,1,1,2,1,2,2,2,2,3,2,1,2,1
273,MET20_80001497,0.9612750925,2,2,2,2,1,3,1,1,1,3,2,3,3,2,1,3,2,2,3,2,3,3,3,3,2,2,2,2,2,3,2,2,2,2,2,2,2,0
274,MET20_1236889,0.9770802775,2,3,4,2,3,2,2,2,4,3,2,3,3,2,3,2,1,1,2,1,1,3,1,2,2,1,2,3,2,2,2,2,1,2,2,2,2,0
275,MET20_1178339,1.0946952712,2,3,3,2,3,3,2,2,2,2,2,3,3,2,3,2,2,3,2,2,2,3,2,2,2,2,2,2,3,2,2,2,3,2,3,3,2,0
276,MET20_1961758,0.8247615439,1,3,2,2,2,2,3,2,3,3,2,2,3,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,0
277,MET20_7003915,1.3100912782,4,4,4,4,2,2,4,4,3,4,4,4,4,4,4,4,1,2,3,3,2,3,3,2,2,2,2,2,2,2,2,2,2,3,3,2,2,1
278,MET20_7005683,0.8394656956,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0
279,MET20_1742893,1.5829525191,4,1,4,4,3,4,3,4,4,1,2,4,2,4,3,2,2,1,2,2,1,3,3,2,3,3,3,4,3,2,3,2,1,1,2,2,3,1
280,MET20_1606775,0.6228209308,2,3,3,3,3,2,4,2,2,2,3,2,3,2,2,3,2,2,3,2,2,2,1,4,2,3,2,2,2,2,2,4,2,2,3,1,4,1
281,MET20_7003395,0.9612750925,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0
282,MET20_1787898,0.5022567684,2,3,1,2,3,2,2,2,2,2,2,2,1,2,2,2,2,2,3,2,1,3,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,0
283,MET20_585068,0.837901566,1,1,1,1,2,3,3,2,3,1,1,2,1,2,1,2,1,1,4,1,1,4,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3
284,MET20_7007727,1.0396114026,2,3,3,3,3,2,3,3,2,3,2,3,2,2,3,4,2,3,3,2,2,2,3,3,2,2,3,2,2,2,2,3,2,2,3,2,3,1
285,MET20_7003166,0.6182996491,2,1,3,3,4,1,4,1,2,2,1,3,4,1,2,2,1,1,1,1,1,4,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,3
286,MET20_144743,0.7980860057,2,2,3,3,3,2,2,3,2,3,2,3,4,2,2,3,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,0
287,MET20_1214282,1.2765284167,2,2,2,3,3,2,3,3,4,3,3,2,4,3,2,4,3,2,2,3,3,2,2,3,2,3,3,2,3,2,3,3,3,2,3,2,3,1
288,MET20_1391113,3.5210528854,3,4,2,3,2,2,1,3,3,4,2,4,2,2,3,2,1,2,1,2,2,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,0
289,MET20_1105076,1.179990801,2,3,2,2,2,2,1,1,2,1,1,2,3,2,2,2,2,1,3,2,2,4,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,0
290,MET20_7007497,0.62815034,2,2,2,2,4,3,3,2,1,2,2,3,2,2,1,2,2,2,3,3,2,4,3,3,2,1,2,2,2,2,2,2,2,2,2,2,2,0
291,MET20_80000100,0.6327436544,2,2,2,2,3,2,2,2,1,1,1,2,1,1,1,1,2,1,3,2,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3
